CODIGOBARRAS;NITPROVEEDOR;ESEXCLUSIVO;PRECIOUNITARIO;PRECIOUNIDADMEDIDA
1000000001503;10000004;0;20030;1603
1000000001504;10000005;0;20040;1604
1000000001505;10000006;0;20050;1605
1000000001506;10000007;1;20060;1606
1000000001507;10000008;0;20070;1607
1000000001508;10000009;0;20080;1608
1000000001509;10000010;1;20090;1609
1000000001510;10000011;1;20100;1610
1000000001511;10000012;0;20110;1611
1000000001512;10000013;1;20120;1612
1000000001513;10000014;0;20130;1613
1000000001514;10000015;0;20140;1614
1000000001515;10000016;0;20150;1615
1000000001516;10000017;1;20160;1616
1000000001517;10000018;0;20170;1617
1000000001518;10000019;0;20180;1618
1000000001519;10000020;1;20190;1619
1000000001520;10000021;1;20200;1620
1000000001521;10000022;0;20210;1621
1000000001522;10000023;1;20220;1622
1000000001523;10000024;0;20230;1623
1000000001524;10000025;0;20240;1624
1000000001525;10000026;0;20250;1625
1000000001526;10000027;1;20260;1626
1000000001527;10000028;0;20270;1627
1000000001528;10000029;0;20280;1628
1000000001529;10000030;1;20290;1629
1000000001530;10000031;1;20300;1630
1000000001531;10000032;0;20310;1631
1000000001532;10000033;1;20320;1632
1000000001533;10000034;0;20330;1633
1000000001534;10000035;0;20340;1634
1000000001535;10000036;0;20350;1635
1000000001536;10000037;1;20360;1636
1000000001537;10000038;0;20370;1637
1000000001538;10000039;0;20380;1638
1000000001539;10000040;1;20390;1639
1000000001540;10000041;1;20400;1640
1000000001541;10000042;0;20410;1641
1000000001542;10000043;1;20420;1642
1000000001543;10000044;0;20430;1643
1000000001544;10000045;0;20440;1644
1000000001545;10000046;0;20450;1645
1000000001546;10000047;1;20460;1646
1000000001547;10000048;0;20470;1647
1000000001548;10000049;0;20480;1648
1000000001549;10000050;1;20490;1649
1000000001550;10000051;1;20500;1650
1000000001551;10000052;0;20510;1651
1000000001552;10000053;1;20520;1652
1000000001553;10000054;0;20530;1653
1000000001554;10000055;0;20540;1654
1000000001555;10000056;0;20550;1655
1000000001556;10000057;1;20560;1656
1000000001557;10000058;0;20570;1657
1000000001558;10000059;0;20580;1658
1000000001559;10000060;1;20590;1659
1000000001560;10000061;1;20600;1660
1000000001561;10000062;0;20610;1661
1000000001562;10000063;1;20620;1662
1000000001563;10000064;0;20630;1663
1000000001564;10000065;0;20640;1664
1000000001565;10000066;0;20650;1665
1000000001566;10000067;1;20660;1666
1000000001567;10000068;0;20670;1667
1000000001568;10000069;0;20680;1668
1000000001569;10000070;1;20690;1669
1000000001570;10000071;1;20700;1670
1000000001571;10000072;0;20710;1671
1000000001572;10000073;1;20720;1672
1000000001573;10000074;0;20730;1673
1000000001574;10000075;0;20740;1674
1000000001575;10000076;0;20750;1675
1000000001576;10000077;1;20760;1676
1000000001577;10000078;0;20770;1677
1000000001578;10000079;0;20780;1678
1000000001579;10000080;1;20790;1679
1000000001580;10000081;1;20800;1680
1000000001581;10000082;0;20810;1681
1000000001582;10000083;1;20820;1682
1000000001583;10000084;0;20830;1683
1000000001584;10000085;0;20840;1684
1000000001585;10000086;0;20850;1685
1000000001586;10000087;1;20860;1686
1000000001587;10000088;0;20870;1687
1000000001588;10000089;0;20880;1688
1000000001589;10000090;1;20890;1689
1000000001590;10000091;1;20900;1690
1000000001591;10000092;0;20910;1691
1000000001592;10000093;1;20920;1692
1000000001593;10000094;0;20930;1693
1000000001594;10000095;0;20940;1694
1000000001595;10000096;0;20950;1695
1000000001596;10000097;1;20960;1696
1000000001597;10000098;0;20970;1697
1000000001598;10000099;0;20980;1698
1000000001599;10000100;1;20990;1699
1000000001600;10000101;1;21000;1700
1000000001601;10000102;0;21010;1701
1000000001602;10000103;1;21020;1702
1000000001603;10000104;0;21030;1703
1000000001604;10000105;0;21040;1704
1000000001605;10000106;0;21050;1705
1000000001606;10000107;1;21060;1706
1000000001607;10000108;0;21070;1707
1000000001608;10000109;0;21080;1708
1000000001609;10000110;1;21090;1709
1000000001610;10000111;1;21100;1710
1000000001611;10000112;0;21110;1711
1000000001612;10000113;1;21120;1712
1000000001613;10000114;0;21130;1713
1000000001614;10000115;0;21140;1714
1000000001615;10000116;0;21150;1715
1000000001616;10000117;1;21160;1716
1000000001617;10000118;0;21170;1717
1000000001618;10000119;0;21180;1718
1000000001619;10000120;1;21190;1719
1000000001620;10000121;1;21200;1720
1000000001621;10000122;0;21210;1721
1000000001622;10000123;1;21220;1722
1000000001623;10000124;0;21230;1723
1000000001624;10000125;0;21240;1724
1000000001625;10000126;0;21250;1725
1000000001626;10000127;1;21260;1726
1000000001627;10000128;0;21270;1727
1000000001628;10000129;0;21280;1728
1000000001629;10000130;1;21290;1729
1000000001630;10000131;1;21300;1730
1000000001631;10000132;0;21310;1731
1000000001632;10000133;1;21320;1732
1000000001633;10000134;0;21330;1733
1000000001634;10000135;0;21340;1734
1000000001635;10000136;0;21350;1735
1000000001636;10000137;1;21360;1736
1000000001637;10000138;0;21370;1737
1000000001638;10000139;0;21380;1738
1000000001639;10000140;1;21390;1739
1000000001640;10000141;1;21400;1740
1000000001641;10000142;0;21410;1741
1000000001642;10000143;1;21420;1742
1000000001643;10000144;0;21430;1743
1000000001644;10000145;0;21440;1744
1000000001645;10000146;0;21450;1745
1000000001646;10000147;1;21460;1746
1000000001647;10000148;0;21470;1747
1000000001648;10000149;0;21480;1748
1000000001649;10000150;1;21490;1749
1000000001650;10000151;1;21500;1750
1000000001651;10000152;0;21510;1751
1000000001652;10000153;1;21520;1752
1000000001653;10000154;0;21530;1753
1000000001654;10000155;0;21540;1754
1000000001655;10000156;0;21550;1755
1000000001656;10000157;1;21560;1756
1000000001657;10000158;0;21570;1757
1000000001658;10000159;0;21580;1758
1000000001659;10000160;1;21590;1759
1000000001660;10000161;1;21600;1760
1000000001661;10000162;0;21610;1761
1000000001662;10000163;1;21620;1762
1000000001663;10000164;0;21630;1763
1000000001664;10000165;0;21640;1764
1000000001665;10000166;0;21650;1765
1000000001666;10000167;1;21660;1766
1000000001667;10000168;0;21670;1767
1000000001668;10000169;0;21680;1768
1000000001669;10000170;1;21690;1769
1000000001670;10000171;1;21700;1770
1000000001671;10000172;0;21710;1771
1000000001672;10000173;1;21720;1772
1000000001673;10000174;0;21730;1773
1000000001674;10000175;0;21740;1774
1000000001675;10000176;0;21750;1775
1000000001676;10000177;1;21760;1776
1000000001677;10000178;0;21770;1777
1000000001678;10000179;0;21780;1778
1000000001679;10000180;1;21790;1779
1000000001680;10000181;1;21800;1780
1000000001681;10000182;0;21810;1781
1000000001682;10000183;1;21820;1782
1000000001683;10000184;0;21830;1783
1000000001684;10000185;0;21840;1784
1000000001685;10000186;0;21850;1785
1000000001686;10000187;1;21860;1786
1000000001687;10000188;0;21870;1787
1000000001688;10000189;0;21880;1788
1000000001689;10000190;1;21890;1789
1000000001690;10000191;1;21900;1790
1000000001691;10000192;0;21910;1791
1000000001692;10000193;1;21920;1792
1000000001693;10000194;0;21930;1793
1000000001694;10000195;0;21940;1794
1000000001695;10000196;0;21950;1795
1000000001696;10000197;1;21960;1796
1000000001697;10000198;0;21970;1797
1000000001698;10000199;0;21980;1798
1000000001699;10000200;1;21990;1799
1000000001700;10000201;1;22000;1800
1000000001701;10000202;0;22010;1801
1000000001702;10000203;1;22020;1802
1000000001703;10000204;0;22030;1803
1000000001704;10000205;0;22040;1804
1000000001705;10000206;0;22050;1805
1000000001706;10000207;1;22060;1806
1000000001707;10000208;0;22070;1807
1000000001708;10000209;0;22080;1808
1000000001709;10000210;1;22090;1809
1000000001710;10000211;1;22100;1810
1000000001711;10000212;0;22110;1811
1000000001712;10000213;1;22120;1812
1000000001713;10000214;0;22130;1813
1000000001714;10000215;0;22140;1814
1000000001715;10000216;0;22150;1815
1000000001716;10000217;1;22160;1816
1000000001717;10000218;0;22170;1817
1000000001718;10000219;0;22180;1818
1000000001719;10000220;1;22190;1819
1000000001720;10000221;1;22200;1820
1000000001721;10000222;0;22210;1821
1000000001722;10000223;1;22220;1822
1000000001723;10000224;0;22230;1823
1000000001724;10000225;0;22240;1824
1000000001725;10000226;0;22250;1825
1000000001726;10000227;1;22260;1826
1000000001727;10000228;0;22270;1827
1000000001728;10000229;0;22280;1828
1000000001729;10000230;1;22290;1829
1000000001730;10000231;1;22300;1830
1000000001731;10000232;0;22310;1831
1000000001732;10000233;1;22320;1832
1000000001733;10000234;0;22330;1833
1000000001734;10000235;0;22340;1834
1000000001735;10000236;0;22350;1835
1000000001736;10000237;1;22360;1836
1000000001737;10000238;0;22370;1837
1000000001738;10000239;0;22380;1838
1000000001739;10000240;1;22390;1839
1000000001740;10000241;1;22400;1840
1000000001741;10000242;0;22410;1841
1000000001742;10000243;1;22420;1842
1000000001743;10000244;0;22430;1843
1000000001744;10000245;0;22440;1844
1000000001745;10000246;0;22450;1845
1000000001746;10000247;1;22460;1846
1000000001747;10000248;0;22470;1847
1000000001748;10000249;0;22480;1848
1000000001749;10000250;1;22490;1849
1000000001750;10000251;1;22500;1850
1000000001751;10000252;0;22510;1851
1000000001752;10000253;1;22520;1852
1000000001753;10000254;0;22530;1853
1000000001754;10000255;0;22540;1854
1000000001755;10000256;0;22550;1855
1000000001756;10000257;1;22560;1856
1000000001757;10000258;0;22570;1857
1000000001758;10000259;0;22580;1858
1000000001759;10000260;1;22590;1859
1000000001760;10000261;1;22600;1860
1000000001761;10000262;0;22610;1861
1000000001762;10000263;1;22620;1862
1000000001763;10000264;0;22630;1863
1000000001764;10000265;0;22640;1864
1000000001765;10000266;0;22650;1865
1000000001766;10000267;1;22660;1866
1000000001767;10000268;0;22670;1867
1000000001768;10000269;0;22680;1868
1000000001769;10000270;1;22690;1869
1000000001770;10000271;1;22700;1870
1000000001771;10000272;0;22710;1871
1000000001772;10000273;1;22720;1872
1000000001773;10000274;0;22730;1873
1000000001774;10000275;0;22740;1874
1000000001775;10000276;0;22750;1875
1000000001776;10000277;1;22760;1876
1000000001777;10000278;0;22770;1877
1000000001778;10000279;0;22780;1878
1000000001779;10000280;1;22790;1879
1000000001780;10000281;1;22800;1880
1000000001781;10000282;0;22810;1881
1000000001782;10000283;1;22820;1882
1000000001783;10000284;0;22830;1883
1000000001784;10000285;0;22840;1884
1000000001785;10000286;0;22850;1885
1000000001786;10000287;1;22860;1886
1000000001787;10000288;0;22870;1887
1000000001788;10000289;0;22880;1888
1000000001789;10000290;1;22890;1889
1000000001790;10000291;1;22900;1890
1000000001791;10000292;0;22910;1891
1000000001792;10000293;1;22920;1892
1000000001793;10000294;0;22930;1893
1000000001794;10000295;0;22940;1894
1000000001795;10000296;0;22950;1895
1000000001796;10000297;1;22960;1896
1000000001797;10000298;0;22970;1897
1000000001798;10000299;0;22980;1898
1000000001799;10000300;1;22990;1899
1000000001800;10000001;1;23000;1900
1000000001801;10000002;0;23010;1901
1000000001802;10000003;1;23020;1902
1000000001803;10000004;0;23030;1903
1000000001804;10000005;0;23040;1904
1000000001805;10000006;0;23050;1905
1000000001806;10000007;1;23060;1906
1000000001807;10000008;0;23070;1907
1000000001808;10000009;0;23080;1908
1000000001809;10000010;1;23090;1909
1000000001810;10000011;1;23100;1910
1000000001811;10000012;0;23110;1911
1000000001812;10000013;1;23120;1912
1000000001813;10000014;0;23130;1913
1000000001814;10000015;0;23140;1914
1000000001815;10000016;0;23150;1915
1000000001816;10000017;1;23160;1916
1000000001817;10000018;0;23170;1917
1000000001818;10000019;0;23180;1918
1000000001819;10000020;1;23190;1919
1000000001820;10000021;1;23200;1920
1000000001821;10000022;0;23210;1921
1000000001822;10000023;1;23220;1922
1000000001823;10000024;0;23230;1923
1000000001824;10000025;0;23240;1924
1000000001825;10000026;0;23250;1925
1000000001826;10000027;1;23260;1926
1000000001827;10000028;0;23270;1927
1000000001828;10000029;0;23280;1928
1000000001829;10000030;1;23290;1929
1000000001830;10000031;1;23300;1930
1000000001831;10000032;0;23310;1931
1000000001832;10000033;1;23320;1932
1000000001833;10000034;0;23330;1933
1000000001834;10000035;0;23340;1934
1000000001835;10000036;0;23350;1935
1000000001836;10000037;1;23360;1936
1000000001837;10000038;0;23370;1937
1000000001838;10000039;0;23380;1938
1000000001839;10000040;1;23390;1939
1000000001840;10000041;1;23400;1940
1000000001841;10000042;0;23410;1941
1000000001842;10000043;1;23420;1942
1000000001843;10000044;0;23430;1943
1000000001844;10000045;0;23440;1944
1000000001845;10000046;0;23450;1945
1000000001846;10000047;1;23460;1946
1000000001847;10000048;0;23470;1947
1000000001848;10000049;0;23480;1948
1000000001849;10000050;1;23490;1949
1000000001850;10000051;1;23500;1950
1000000001851;10000052;0;23510;1951
1000000001852;10000053;1;23520;1952
1000000001853;10000054;0;23530;1953
1000000001854;10000055;0;23540;1954
1000000001855;10000056;0;23550;1955
1000000001856;10000057;1;23560;1956
1000000001857;10000058;0;23570;1957
1000000001858;10000059;0;23580;1958
1000000001859;10000060;1;23590;1959
1000000001860;10000061;1;23600;1960
1000000001861;10000062;0;23610;1961
1000000001862;10000063;1;23620;1962
1000000001863;10000064;0;23630;1963
1000000001864;10000065;0;23640;1964
1000000001865;10000066;0;23650;1965
1000000001866;10000067;1;23660;1966
1000000001867;10000068;0;23670;1967
1000000001868;10000069;0;23680;1968
1000000001869;10000070;1;23690;1969
1000000001870;10000071;1;23700;1970
1000000001871;10000072;0;23710;1971
1000000001872;10000073;1;23720;1972
1000000001873;10000074;0;23730;1973
1000000001874;10000075;0;23740;1974
1000000001875;10000076;0;23750;1975
1000000001876;10000077;1;23760;1976
1000000001877;10000078;0;23770;1977
1000000001878;10000079;0;23780;1978
1000000001879;10000080;1;23790;1979
1000000001880;10000081;1;23800;1980
1000000001881;10000082;0;23810;1981
1000000001882;10000083;1;23820;1982
1000000001883;10000084;0;23830;1983
1000000001884;10000085;0;23840;1984
1000000001885;10000086;0;23850;1985
1000000001886;10000087;1;23860;1986
1000000001887;10000088;0;23870;1987
1000000001888;10000089;0;23880;1988
1000000001889;10000090;1;23890;1989
1000000001890;10000091;1;23900;1990
1000000001891;10000092;0;23910;1991
1000000001892;10000093;1;23920;1992
1000000001893;10000094;0;23930;1993
1000000001894;10000095;0;23940;1994
1000000001895;10000096;0;23950;1995
1000000001896;10000097;1;23960;1996
1000000001897;10000098;0;23970;1997
1000000001898;10000099;0;23980;1998
1000000001899;10000100;1;23990;1999
1000000001900;10000101;1;24000;2000
1000000001901;10000102;0;24010;2001
1000000001902;10000103;1;24020;2002
1000000001903;10000104;0;24030;2003
1000000001904;10000105;0;24040;2004
1000000001905;10000106;0;24050;2005
1000000001906;10000107;1;24060;2006
1000000001907;10000108;0;24070;2007
1000000001908;10000109;0;24080;2008
1000000001909;10000110;1;24090;2009
1000000001910;10000111;1;24100;2010
1000000001911;10000112;0;24110;2011
1000000001912;10000113;1;24120;2012
1000000001913;10000114;0;24130;2013
1000000001914;10000115;0;24140;2014
1000000001915;10000116;0;24150;2015
1000000001916;10000117;1;24160;2016
1000000001917;10000118;0;24170;2017
1000000001918;10000119;0;24180;2018
1000000001919;10000120;1;24190;2019
1000000001920;10000121;1;24200;2020
1000000001921;10000122;0;24210;2021
1000000001922;10000123;1;24220;2022
1000000001923;10000124;0;24230;2023
1000000001924;10000125;0;24240;2024
1000000001925;10000126;0;24250;2025
1000000001926;10000127;1;24260;2026
1000000001927;10000128;0;24270;2027
1000000001928;10000129;0;24280;2028
1000000001929;10000130;1;24290;2029
1000000001930;10000131;1;24300;2030
1000000001931;10000132;0;24310;2031
1000000001932;10000133;1;24320;2032
1000000001933;10000134;0;24330;2033
1000000001934;10000135;0;24340;2034
1000000001935;10000136;0;24350;2035
1000000001936;10000137;1;24360;2036
1000000001937;10000138;0;24370;2037
1000000001938;10000139;0;24380;2038
1000000001939;10000140;1;24390;2039
1000000001940;10000141;1;24400;2040
1000000001941;10000142;0;24410;2041
1000000001942;10000143;1;24420;2042
1000000001943;10000144;0;24430;2043
1000000001944;10000145;0;24440;2044
1000000001945;10000146;0;24450;2045
1000000001946;10000147;1;24460;2046
1000000001947;10000148;0;24470;2047
1000000001948;10000149;0;24480;2048
1000000001949;10000150;1;24490;2049
1000000001950;10000151;1;24500;2050
1000000001951;10000152;0;24510;2051
1000000001952;10000153;1;24520;2052
1000000001953;10000154;0;24530;2053
1000000001954;10000155;0;24540;2054
1000000001955;10000156;0;24550;2055
1000000001956;10000157;1;24560;2056
1000000001957;10000158;0;24570;2057
1000000001958;10000159;0;24580;2058
1000000001959;10000160;1;24590;2059
1000000001960;10000161;1;24600;2060
1000000001961;10000162;0;24610;2061
1000000001962;10000163;1;24620;2062
1000000001963;10000164;0;24630;2063
1000000001964;10000165;0;24640;2064
1000000001965;10000166;0;24650;2065
1000000001966;10000167;1;24660;2066
1000000001967;10000168;0;24670;2067
1000000001968;10000169;0;24680;2068
1000000001969;10000170;1;24690;2069
1000000001970;10000171;1;24700;2070
1000000001971;10000172;0;24710;2071
1000000001972;10000173;1;24720;2072
1000000001973;10000174;0;24730;2073
1000000001974;10000175;0;24740;2074
1000000001975;10000176;0;24750;2075
1000000001976;10000177;1;24760;2076
1000000001977;10000178;0;24770;2077
1000000001978;10000179;0;24780;2078
1000000001979;10000180;1;24790;2079
1000000001980;10000181;1;24800;2080
1000000001981;10000182;0;24810;2081
1000000001982;10000183;1;24820;2082
1000000001983;10000184;0;24830;2083
1000000001984;10000185;0;24840;2084
1000000001985;10000186;0;24850;2085
1000000001986;10000187;1;24860;2086
1000000001987;10000188;0;24870;2087
1000000001988;10000189;0;24880;2088
1000000001989;10000190;1;24890;2089
1000000001990;10000191;1;24900;2090
1000000001991;10000192;0;24910;2091
1000000001992;10000193;1;24920;2092
1000000001993;10000194;0;24930;2093
1000000001994;10000195;0;24940;2094
1000000001995;10000196;0;24950;2095
1000000001996;10000197;1;24960;2096
1000000001997;10000198;0;24970;2097
1000000001998;10000199;0;24980;2098
1000000001999;10000200;1;24990;2099
1000000002000;10000201;1;25000;2100
1000000002001;10000202;0;25010;2101
1000000002002;10000203;1;25020;2102
1000000002003;10000204;0;25030;2103
1000000002004;10000205;0;25040;2104
1000000002005;10000206;0;25050;2105
1000000002006;10000207;1;25060;2106
1000000002007;10000208;0;25070;2107
1000000002008;10000209;0;25080;2108
1000000002009;10000210;1;25090;2109
1000000002010;10000211;1;25100;2110
1000000002011;10000212;0;25110;2111
1000000002012;10000213;1;25120;2112
1000000002013;10000214;0;25130;2113
1000000002014;10000215;0;25140;2114
1000000002015;10000216;0;25150;2115
1000000002016;10000217;1;25160;2116
1000000002017;10000218;0;25170;2117
1000000002018;10000219;0;25180;2118
1000000002019;10000220;1;25190;2119
1000000002020;10000221;1;25200;2120
1000000002021;10000222;0;25210;2121
1000000002022;10000223;1;25220;2122
1000000002023;10000224;0;25230;2123
1000000002024;10000225;0;25240;2124
1000000002025;10000226;0;25250;2125
1000000002026;10000227;1;25260;2126
1000000002027;10000228;0;25270;2127
1000000002028;10000229;0;25280;2128
1000000002029;10000230;1;25290;2129
1000000002030;10000231;1;25300;2130
1000000002031;10000232;0;25310;2131
1000000002032;10000233;1;25320;2132
1000000002033;10000234;0;25330;2133
1000000002034;10000235;0;25340;2134
1000000002035;10000236;0;25350;2135
1000000002036;10000237;1;25360;2136
1000000002037;10000238;0;25370;2137
1000000002038;10000239;0;25380;2138
1000000002039;10000240;1;25390;2139
1000000002040;10000241;1;25400;2140
1000000002041;10000242;0;25410;2141
1000000002042;10000243;1;25420;2142
1000000002043;10000244;0;25430;2143
1000000002044;10000245;0;25440;2144
1000000002045;10000246;0;25450;2145
1000000002046;10000247;1;25460;2146
1000000002047;10000248;0;25470;2147
1000000002048;10000249;0;25480;2148
1000000002049;10000250;1;25490;2149
1000000002050;10000251;1;25500;2150
1000000002051;10000252;0;25510;2151
1000000002052;10000253;1;25520;2152
1000000002053;10000254;0;25530;2153
1000000002054;10000255;0;25540;2154
1000000002055;10000256;0;25550;2155
1000000002056;10000257;1;25560;2156
1000000002057;10000258;0;25570;2157
1000000002058;10000259;0;25580;2158
1000000002059;10000260;1;25590;2159
1000000002060;10000261;1;25600;2160
1000000002061;10000262;0;25610;2161
1000000002062;10000263;1;25620;2162
1000000002063;10000264;0;25630;2163
1000000002064;10000265;0;25640;2164
1000000002065;10000266;0;25650;2165
1000000002066;10000267;1;25660;2166
1000000002067;10000268;0;25670;2167
1000000002068;10000269;0;25680;2168
1000000002069;10000270;1;25690;2169
1000000002070;10000271;1;25700;2170
1000000002071;10000272;0;25710;2171
1000000002072;10000273;1;25720;2172
1000000002073;10000274;0;25730;2173
1000000002074;10000275;0;25740;2174
1000000002075;10000276;0;25750;2175
1000000002076;10000277;1;25760;2176
1000000002077;10000278;0;25770;2177
1000000002078;10000279;0;25780;2178
1000000002079;10000280;1;25790;2179
1000000002080;10000281;1;25800;2180
1000000002081;10000282;0;25810;2181
1000000002082;10000283;1;25820;2182
1000000002083;10000284;0;25830;2183
1000000002084;10000285;0;25840;2184
1000000002085;10000286;0;25850;2185
1000000002086;10000287;1;25860;2186
1000000002087;10000288;0;25870;2187
1000000002088;10000289;0;25880;2188
1000000002089;10000290;1;25890;2189
1000000002090;10000291;1;25900;2190
1000000002091;10000292;0;25910;2191
1000000002092;10000293;1;25920;2192
1000000002093;10000294;0;25930;2193
1000000002094;10000295;0;25940;2194
1000000002095;10000296;0;25950;2195
1000000002096;10000297;1;25960;2196
1000000002097;10000298;0;25970;2197
1000000002098;10000299;0;25980;2198
1000000002099;10000300;1;25990;2199
1000000002100;10000001;1;26000;2200
1000000002101;10000002;0;26010;2201
1000000002102;10000003;1;26020;2202
1000000002103;10000004;0;26030;2203
1000000002104;10000005;0;26040;2204
1000000002105;10000006;0;26050;2205
1000000002106;10000007;1;26060;2206
1000000002107;10000008;0;26070;2207
1000000002108;10000009;0;26080;2208
1000000002109;10000010;1;26090;2209
1000000002110;10000011;1;26100;2210
1000000002111;10000012;0;26110;2211
1000000002112;10000013;1;26120;2212
1000000002113;10000014;0;26130;2213
1000000002114;10000015;0;26140;2214
1000000002115;10000016;0;26150;2215
1000000002116;10000017;1;26160;2216
1000000002117;10000018;0;26170;2217
1000000002118;10000019;0;26180;2218
1000000002119;10000020;1;26190;2219
1000000002120;10000021;1;26200;2220
1000000002121;10000022;0;26210;2221
1000000002122;10000023;1;26220;2222
1000000002123;10000024;0;26230;2223
1000000002124;10000025;0;26240;2224
1000000002125;10000026;0;26250;2225
1000000002126;10000027;1;26260;2226
1000000002127;10000028;0;26270;2227
1000000002128;10000029;0;26280;2228
1000000002129;10000030;1;26290;2229
1000000002130;10000031;1;26300;2230
1000000002131;10000032;0;26310;2231
1000000002132;10000033;1;26320;2232
1000000002133;10000034;0;26330;2233
1000000002134;10000035;0;26340;2234
1000000002135;10000036;0;26350;2235
1000000002136;10000037;1;26360;2236
1000000002137;10000038;0;26370;2237
1000000002138;10000039;0;26380;2238
1000000002139;10000040;1;26390;2239
1000000002140;10000041;1;26400;2240
1000000002141;10000042;0;26410;2241
1000000002142;10000043;1;26420;2242
1000000002143;10000044;0;26430;2243
1000000002144;10000045;0;26440;2244
1000000002145;10000046;0;26450;2245
1000000002146;10000047;1;26460;2246
1000000002147;10000048;0;26470;2247
1000000002148;10000049;0;26480;2248
1000000002149;10000050;1;26490;2249
1000000002150;10000051;1;26500;2250
1000000002151;10000052;0;26510;2251
1000000002152;10000053;1;26520;2252
1000000002153;10000054;0;26530;2253
1000000002154;10000055;0;26540;2254
1000000002155;10000056;0;26550;2255
1000000002156;10000057;1;26560;2256
1000000002157;10000058;0;26570;2257
1000000002158;10000059;0;26580;2258
1000000002159;10000060;1;26590;2259
1000000002160;10000061;1;26600;2260
1000000002161;10000062;0;26610;2261
1000000002162;10000063;1;26620;2262
1000000002163;10000064;0;26630;2263
1000000002164;10000065;0;26640;2264
1000000002165;10000066;0;26650;2265
1000000002166;10000067;1;26660;2266
1000000002167;10000068;0;26670;2267
1000000002168;10000069;0;26680;2268
1000000002169;10000070;1;26690;2269
1000000002170;10000071;1;26700;2270
1000000002171;10000072;0;26710;2271
1000000002172;10000073;1;26720;2272
1000000002173;10000074;0;26730;2273
1000000002174;10000075;0;26740;2274
1000000002175;10000076;0;26750;2275
1000000002176;10000077;1;26760;2276
1000000002177;10000078;0;26770;2277
1000000002178;10000079;0;26780;2278
1000000002179;10000080;1;26790;2279
1000000002180;10000081;1;26800;2280
1000000002181;10000082;0;26810;2281
1000000002182;10000083;1;26820;2282
1000000002183;10000084;0;26830;2283
1000000002184;10000085;0;26840;2284
1000000002185;10000086;0;26850;2285
1000000002186;10000087;1;26860;2286
1000000002187;10000088;0;26870;2287
1000000002188;10000089;0;26880;2288
1000000002189;10000090;1;26890;2289
1000000002190;10000091;1;26900;2290
1000000002191;10000092;0;26910;2291
1000000002192;10000093;1;26920;2292
1000000002193;10000094;0;26930;2293
1000000002194;10000095;0;26940;2294
1000000002195;10000096;0;26950;2295
1000000002196;10000097;1;26960;2296
1000000002197;10000098;0;26970;2297
1000000002198;10000099;0;26980;2298
1000000002199;10000100;1;26990;2299
1000000002200;10000101;1;27000;2300
1000000002201;10000102;0;27010;2301
1000000002202;10000103;1;27020;2302
1000000002203;10000104;0;27030;2303
1000000002204;10000105;0;27040;2304
1000000002205;10000106;0;27050;2305
1000000002206;10000107;1;27060;2306
1000000002207;10000108;0;27070;2307
1000000002208;10000109;0;27080;2308
1000000002209;10000110;1;27090;2309
1000000002210;10000111;1;27100;2310
1000000002211;10000112;0;27110;2311
1000000002212;10000113;1;27120;2312
1000000002213;10000114;0;27130;2313
1000000002214;10000115;0;27140;2314
1000000002215;10000116;0;27150;2315
1000000002216;10000117;1;27160;2316
1000000002217;10000118;0;27170;2317
1000000002218;10000119;0;27180;2318
1000000002219;10000120;1;27190;2319
1000000002220;10000121;1;27200;2320
1000000002221;10000122;0;27210;2321
1000000002222;10000123;1;27220;2322
1000000002223;10000124;0;27230;2323
1000000002224;10000125;0;27240;2324
1000000002225;10000126;0;27250;2325
1000000002226;10000127;1;27260;2326
1000000002227;10000128;0;27270;2327
1000000002228;10000129;0;27280;2328
1000000002229;10000130;1;27290;2329
1000000002230;10000131;1;27300;2330
1000000002231;10000132;0;27310;2331
1000000002232;10000133;1;27320;2332
1000000002233;10000134;0;27330;2333
1000000002234;10000135;0;27340;2334
1000000002235;10000136;0;27350;2335
1000000002236;10000137;1;27360;2336
1000000002237;10000138;0;27370;2337
1000000002238;10000139;0;27380;2338
1000000002239;10000140;1;27390;2339
1000000002240;10000141;1;27400;2340
1000000002241;10000142;0;27410;2341
1000000002242;10000143;1;27420;2342
1000000002243;10000144;0;27430;2343
1000000002244;10000145;0;27440;2344
1000000002245;10000146;0;27450;2345
1000000002246;10000147;1;27460;2346
1000000002247;10000148;0;27470;2347
1000000002248;10000149;0;27480;2348
1000000002249;10000150;1;27490;2349
1000000002250;10000151;1;27500;2350
1000000002251;10000152;0;27510;2351
1000000002252;10000153;1;27520;2352
1000000002253;10000154;0;27530;2353
1000000002254;10000155;0;27540;2354
1000000002255;10000156;0;27550;2355
1000000002256;10000157;1;27560;2356
1000000002257;10000158;0;27570;2357
1000000002258;10000159;0;27580;2358
1000000002259;10000160;1;27590;2359
1000000002260;10000161;1;27600;2360
1000000002261;10000162;0;27610;2361
1000000002262;10000163;1;27620;2362
1000000002263;10000164;0;27630;2363
1000000002264;10000165;0;27640;2364
1000000002265;10000166;0;27650;2365
1000000002266;10000167;1;27660;2366
1000000002267;10000168;0;27670;2367
1000000002268;10000169;0;27680;2368
1000000002269;10000170;1;27690;2369
1000000002270;10000171;1;27700;2370
1000000002271;10000172;0;27710;2371
1000000002272;10000173;1;27720;2372
1000000002273;10000174;0;27730;2373
1000000002274;10000175;0;27740;2374
1000000002275;10000176;0;27750;2375
1000000002276;10000177;1;27760;2376
