IDORDEN;CODIGOBARRAS;CANTIDADPRODUCTO;PRECIOTOTAL;PRECIOUNITARIO
727;1000000001542;4;281680;70420
728;1000000001543;13;915590;70430
728;1000000001544;1;70440;70440
728;1000000001545;10;704500;70450
728;1000000001546;8;563680;70460
728;1000000001547;4;281880;70470
728;1000000001548;8;563840;70480
728;1000000001549;6;422940;70490
728;1000000001550;11;775500;70500
728;1000000001551;3;211530;70510
729;1000000001552;7;493640;70520
729;1000000001553;5;352650;70530
729;1000000001554;6;423240;70540
729;1000000001555;13;917150;70550
729;1000000001556;14;987840;70560
729;1000000001557;11;776270;70570
729;1000000001558;4;282320;70580
729;1000000001559;1;70590;70590
729;1000000001560;3;211800;70600
730;1000000001561;7;494270;70610
730;1000000001562;6;423720;70620
730;1000000001563;1;70630;70630
730;1000000001564;8;565120;70640
730;1000000001565;4;282600;70650
730;1000000001566;4;282640;70660
730;1000000001567;13;918710;70670
730;1000000001568;7;494760;70680
730;1000000001569;2;141380;70690
731;1000000001570;1;70700;70700
731;1000000001571;14;989940;70710
731;1000000001572;2;141440;70720
731;1000000001573;4;282920;70730
731;1000000001574;13;919620;70740
731;1000000001575;11;778250;70750
731;1000000001576;1;70760;70760
731;1000000001577;12;849240;70770
731;1000000001578;10;707800;70780
732;1000000001579;2;141580;70790
732;1000000001580;10;708000;70800
732;1000000001581;9;637290;70810
732;1000000001582;7;495740;70820
732;1000000001583;5;354150;70830
732;1000000001584;4;283360;70840
732;1000000001585;4;283400;70850
732;1000000001586;2;141720;70860
732;1000000001587;8;566960;70870
733;1000000001588;14;992320;70880
733;1000000001589;4;283560;70890
733;1000000001590;13;921700;70900
733;1000000001591;12;850920;70910
733;1000000001592;13;921960;70920
733;1000000001593;4;283720;70930
733;1000000001594;5;354700;70940
733;1000000001595;6;425700;70950
733;1000000001596;2;141920;70960
734;1000000001597;4;283880;70970
734;1000000001598;2;141960;70980
734;1000000001599;9;638910;70990
734;1000000001600;3;213000;71000
734;1000000001601;1;71010;71010
734;1000000001602;4;284080;71020
734;1000000001603;12;852360;71030
734;1000000001604;5;355200;71040
734;1000000001605;4;284200;71050
735;1000000001606;5;355300;71060
735;1000000001607;4;284280;71070
735;1000000001608;13;924040;71080
735;1000000001609;8;568720;71090
735;1000000001610;2;142200;71100
735;1000000001611;3;213330;71110
735;1000000001612;14;995680;71120
735;1000000001613;4;284520;71130
735;1000000001614;7;497980;71140
736;1000000001615;13;924950;71150
736;1000000001616;2;142320;71160
736;1000000001617;8;569360;71170
736;1000000001618;12;854160;71180
736;1000000001619;6;427140;71190
736;1000000001620;9;640800;71200
736;1000000001621;5;356050;71210
736;1000000001622;9;640980;71220
736;1000000001623;12;854760;71230
737;1000000001624;3;213720;71240
737;1000000001625;10;712500;71250
737;1000000001626;10;712600;71260
737;1000000001627;1;71270;71270
737;1000000001628;11;784080;71280
737;1000000001629;6;427740;71290
737;1000000001630;12;855600;71300
737;1000000001631;1;71310;71310
737;1000000001632;8;570560;71320
738;1000000001633;12;855960;71330
738;1000000001634;3;214020;71340
738;1000000001635;12;856200;71350
738;1000000001636;1;71360;71360
738;1000000001637;8;570960;71370
738;1000000001638;13;927940;71380
738;1000000001639;4;285560;71390
738;1000000001640;8;571200;71400
738;1000000001641;7;499870;71410
739;1000000001642;3;214260;71420
739;1000000001643;1;71430;71430
739;1000000001644;7;500080;71440
739;1000000001645;11;785950;71450
739;1000000001646;4;285840;71460
739;1000000001647;13;929110;71470
739;1000000001648;2;142960;71480
739;1000000001649;2;142980;71490
739;1000000001650;1;71500;71500
740;1000000001651;8;572080;71510
740;1000000001652;7;500640;71520
740;1000000001653;9;643770;71530
740;1000000001654;11;786940;71540
740;1000000001655;2;143100;71550
740;1000000001656;6;429360;71560
740;1000000001657;2;143140;71570
740;1000000001658;11;787380;71580
740;1000000001659;7;501130;71590
741;1000000001660;12;859200;71600
741;1000000001661;12;859320;71610
741;1000000001662;3;214860;71620
741;1000000001663;7;501410;71630
741;1000000001664;7;501480;71640
741;1000000001665;2;143300;71650
741;1000000001666;11;788260;71660
741;1000000001667;5;358350;71670
741;1000000001668;7;501760;71680
742;1000000001669;11;788590;71690
742;1000000001670;2;143400;71700
742;1000000001671;11;788810;71710
742;1000000001672;10;717200;71720
742;1000000001673;9;645570;71730
742;1000000001674;12;860880;71740
742;1000000001675;5;358750;71750
742;1000000001676;14;1004640;71760
742;1000000001677;11;789470;71770
743;1000000001678;11;789580;71780
743;1000000001679;11;789690;71790
743;1000000001680;6;430800;71800
743;1000000001681;13;933530;71810
743;1000000001682;5;359100;71820
743;1000000001683;7;502810;71830
743;1000000001684;2;143680;71840
743;1000000001685;2;143700;71850
743;1000000001686;7;503020;71860
744;1000000001687;7;503090;71870
744;1000000001688;13;934440;71880
744;1000000001689;2;143780;71890
744;1000000001690;8;575200;71900
744;1000000001691;13;934830;71910
744;1000000001692;4;287680;71920
744;1000000001693;9;647370;71930
744;1000000001694;8;575520;71940
744;1000000001695;5;359750;71950
745;1000000001696;7;503720;71960
745;1000000001697;11;791670;71970
745;1000000001698;10;719800;71980
745;1000000001699;11;791890;71990
745;1000000001700;3;216000;72000
745;1000000001701;8;576080;72010
745;1000000001702;11;792220;72020
745;1000000001703;14;1008420;72030
745;1000000001704;12;864480;72040
746;1000000001705;6;432300;72050
746;1000000001706;4;288240;72060
746;1000000001707;12;864840;72070
746;1000000001708;10;720800;72080
746;1000000001709;10;720900;72090
746;1000000001710;13;937300;72100
746;1000000001711;1;72110;72110
746;1000000001712;12;865440;72120
746;1000000001713;1;72130;72130
747;1000000001714;6;432840;72140
747;1000000001715;13;937950;72150
747;1000000001716;6;432960;72160
747;1000000001717;9;649530;72170
747;1000000001718;6;433080;72180
747;1000000001719;10;721900;72190
747;1000000001720;3;216600;72200
747;1000000001721;5;361050;72210
747;1000000001722;3;216660;72220
748;1000000001723;9;650070;72230
748;1000000001724;14;1011360;72240
748;1000000001725;10;722500;72250
748;1000000001726;5;361300;72260
748;1000000001727;2;144540;72270
748;1000000001728;2;144560;72280
748;1000000001729;6;433740;72290
748;1000000001730;9;650700;72300
748;1000000001731;2;144620;72310
749;1000000001732;6;433920;72320
749;1000000001733;11;795630;72330
749;1000000001734;3;217020;72340
749;1000000001735;3;217050;72350
749;1000000001736;2;144720;72360
749;1000000001737;6;434220;72370
749;1000000001738;5;361900;72380
749;1000000001739;10;723900;72390
749;1000000001740;10;724000;72400
750;1000000001741;8;579280;72410
750;1000000001742;7;506940;72420
750;1000000001743;11;796730;72430
750;1000000001744;10;724400;72440
750;1000000001745;7;507150;72450
750;1000000001746;5;362300;72460
750;1000000001747;11;797170;72470
750;1000000001748;1;72480;72480
750;1000000001749;11;797390;72490
751;1000000001750;11;797500;72500
751;1000000001751;9;652590;72510
751;1000000001752;7;507640;72520
751;1000000001753;11;797830;72530
751;1000000001754;2;145080;72540
751;1000000001755;4;290200;72550
751;1000000001756;2;145120;72560
751;1000000001757;13;943410;72570
751;1000000001758;10;725800;72580
752;1000000001759;10;725900;72590
752;1000000001760;3;217800;72600
752;1000000001761;3;217830;72610
752;1000000001762;11;798820;72620
752;1000000001763;3;217890;72630
752;1000000001764;3;217920;72640
752;1000000001765;9;653850;72650
752;1000000001766;2;145320;72660
752;1000000001767;4;290680;72670
753;1000000001768;7;508760;72680
753;1000000001769;6;436140;72690
753;1000000001770;13;945100;72700
753;1000000001771;9;654390;72710
753;1000000001772;4;290880;72720
753;1000000001773;5;363650;72730
753;1000000001774;6;436440;72740
753;1000000001775;9;654750;72750
753;1000000001776;5;363800;72760
754;1000000001777;1;72770;72770
754;1000000001778;3;218340;72780
754;1000000001779;2;145580;72790
754;1000000001780;13;946400;72800
754;1000000001781;1;72810;72810
754;1000000001782;13;946660;72820
754;1000000001783;10;728300;72830
754;1000000001784;4;291360;72840
754;1000000001785;12;874200;72850
755;1000000001786;1;72860;72860
755;1000000001787;11;801570;72870
755;1000000001788;3;218640;72880
755;1000000001789;7;510230;72890
755;1000000001790;13;947700;72900
755;1000000001791;12;874920;72910
755;1000000001792;12;875040;72920
755;1000000001793;8;583440;72930
755;1000000001794;14;1021160;72940
756;1000000001795;14;1021300;72950
756;1000000001796;14;1021440;72960
756;1000000001797;13;948610;72970
756;1000000001798;10;729800;72980
756;1000000001799;9;656910;72990
756;1000000001800;5;365000;73000
756;1000000001801;6;438060;73010
756;1000000001802;9;657180;73020
756;1000000001803;3;219090;73030
757;1000000001804;6;438240;73040
757;1000000001805;9;657450;73050
757;1000000001806;1;73060;73060
757;1000000001807;8;584560;73070
757;1000000001808;13;950040;73080
757;1000000001809;6;438540;73090
757;1000000001810;6;438600;73100
757;1000000001811;4;292440;73110
757;1000000001812;6;438720;73120
758;1000000001813;12;877560;73130
758;1000000001814;7;511980;73140
758;1000000001815;1;73150;73150
758;1000000001816;3;219480;73160
758;1000000001817;8;585360;73170
758;1000000001818;12;878160;73180
758;1000000001819;1;73190;73190
758;1000000001820;1;73200;73200
758;1000000001821;4;292840;73210
759;1000000001822;5;366100;73220
759;1000000001823;5;366150;73230
759;1000000001824;6;439440;73240
759;1000000001825;3;219750;73250
759;1000000001826;13;952380;73260
759;1000000001827;3;219810;73270
759;1000000001828;14;1025920;73280
759;1000000001829;1;73290;73290
759;1000000001830;12;879600;73300
760;1000000001831;13;953030;73310
760;1000000001832;10;733200;73320
760;1000000001833;13;953290;73330
760;1000000001834;14;1026760;73340
760;1000000001835;12;880200;73350
760;1000000001836;5;366800;73360
760;1000000001837;10;733700;73370
760;1000000001838;6;440280;73380
760;1000000001839;9;660510;73390
761;1000000001840;6;440400;73400
761;1000000001841;14;1027740;73410
761;1000000001842;11;807620;73420
761;1000000001843;7;514010;73430
761;1000000001844;11;807840;73440
761;1000000001845;2;146900;73450
761;1000000001846;12;881520;73460
761;1000000001847;2;146940;73470
761;1000000001848;14;1028720;73480
762;1000000001849;6;440940;73490
762;1000000001850;9;661500;73500
762;1000000001851;9;661590;73510
762;1000000001852;9;661680;73520
762;1000000001853;8;588240;73530
762;1000000001854;4;294160;73540
762;1000000001855;6;441300;73550
762;1000000001856;1;73560;73560
762;1000000001857;10;735700;73570
763;1000000001858;9;662220;73580
763;1000000001859;12;883080;73590
763;1000000001860;12;883200;73600
763;1000000001861;14;1030540;73610
763;1000000001862;1;73620;73620
763;1000000001863;10;736300;73630
763;1000000001864;7;515480;73640
763;1000000001865;12;883800;73650
763;1000000001866;1;73660;73660
764;1000000001867;3;221010;73670
764;1000000001868;13;957840;73680
764;1000000001869;12;884280;73690
764;1000000001870;14;1031800;73700
764;1000000001871;1;73710;73710
764;1000000001872;9;663480;73720
764;1000000001873;1;73730;73730
764;1000000001874;11;811140;73740
764;1000000001875;14;1032500;73750
765;1000000001876;10;737600;73760
765;1000000001877;13;959010;73770
765;1000000001878;3;221340;73780
765;1000000001879;3;221370;73790
765;1000000001880;2;147600;73800
765;1000000001881;2;147620;73810
765;1000000001882;10;738200;73820
765;1000000001883;3;221490;73830
765;1000000001884;9;664560;73840
766;1000000001885;3;221550;73850
766;1000000001886;10;738600;73860
766;1000000001887;9;664830;73870
766;1000000001888;12;886560;73880
766;1000000001889;13;960570;73890
766;1000000001890;11;812900;73900
766;1000000001891;6;443460;73910
766;1000000001892;12;887040;73920
766;1000000001893;6;443580;73930
767;1000000001894;14;1035160;73940
767;1000000001895;4;295800;73950
767;1000000001896;13;961480;73960
767;1000000001897;12;887640;73970
767;1000000001898;10;739800;73980
767;1000000001899;8;591920;73990
767;1000000001900;14;1036000;74000
767;1000000001901;2;148020;74010
767;1000000001902;4;296080;74020
768;1000000001903;10;740300;74030
768;1000000001904;9;666360;74040
768;1000000001905;6;444300;74050
768;1000000001906;2;148120;74060
768;1000000001907;6;444420;74070
768;1000000001908;3;222240;74080
768;1000000001909;12;889080;74090
768;1000000001910;8;592800;74100
768;1000000001911;8;592880;74110
769;1000000001912;4;296480;74120
769;1000000001913;10;741300;74130
769;1000000001914;10;741400;74140
769;1000000001915;2;148300;74150
769;1000000001916;6;444960;74160
769;1000000001917;6;445020;74170
769;1000000001918;10;741800;74180
769;1000000001919;13;964470;74190
769;1000000001920;7;519400;74200
770;1000000001921;3;222630;74210
770;1000000001922;13;964860;74220
770;1000000001923;8;593840;74230
770;1000000001924;6;445440;74240
770;1000000001925;4;297000;74250
770;1000000001926;8;594080;74260
770;1000000001927;12;891240;74270
770;1000000001928;13;965640;74280
770;1000000001929;13;965770;74290
771;1000000001930;6;445800;74300
771;1000000001931;11;817410;74310
771;1000000001932;11;817520;74320
771;1000000001933;3;222990;74330
771;1000000001934;4;297360;74340
771;1000000001935;5;371750;74350
771;1000000001936;8;594880;74360
771;1000000001937;7;520590;74370
771;1000000001938;5;371900;74380
772;1000000001939;7;520730;74390
772;1000000001940;6;446400;74400
772;1000000001941;9;669690;74410
772;1000000001942;11;818620;74420
772;1000000001943;7;521010;74430
772;1000000001944;3;223320;74440
772;1000000001945;11;818950;74450
772;1000000001946;4;297840;74460
772;1000000001947;12;893640;74470
773;1000000001948;8;595840;74480
773;1000000001949;10;744900;74490
773;1000000001950;12;894000;74500
773;1000000001951;3;223530;74510
773;1000000001952;7;521640;74520
773;1000000001953;13;968890;74530
773;1000000001954;13;969020;74540
773;1000000001955;7;521850;74550
773;1000000001956;10;745600;74560
774;1000000001957;4;298280;74570
774;1000000001958;6;447480;74580
774;1000000001959;6;447540;74590
774;1000000001960;12;895200;74600
774;1000000001961;2;149220;74610
774;1000000001962;12;895440;74620
774;1000000001963;4;298520;74630
774;1000000001964;3;223920;74640
774;1000000001965;5;373250;74650
775;1000000001966;5;373300;74660
775;1000000001967;14;1045380;74670
775;1000000001968;14;1045520;74680
775;1000000001969;3;224070;74690
775;1000000001970;13;971100;74700
775;1000000001971;9;672390;74710
775;1000000001972;5;373600;74720
775;1000000001973;4;298920;74730
775;1000000001974;14;1046360;74740
776;1000000001975;1;74750;74750
776;1000000001976;7;523320;74760
776;1000000001977;12;897240;74770
776;1000000001978;3;224340;74780
776;1000000001979;14;1047060;74790
776;1000000001980;10;748000;74800
776;1000000001981;2;149620;74810
776;1000000001982;11;823020;74820
776;1000000001983;7;523810;74830
777;1000000001984;14;1047760;74840
777;1000000001985;2;149700;74850
777;1000000001986;4;299440;74860
777;1000000001987;8;598960;74870
777;1000000001988;8;599040;74880
777;1000000001989;8;599120;74890
777;1000000001990;12;898800;74900
777;1000000001991;3;224730;74910
777;1000000001992;13;973960;74920
778;1000000001993;14;1049020;74930
778;1000000001994;2;149880;74940
778;1000000001995;1;74950;74950
778;1000000001996;2;149920;74960
778;1000000001997;14;1049580;74970
778;1000000001998;14;1049720;74980
778;1000000001999;14;1049860;74990
778;1000000002000;7;525000;75000
778;1000000002001;3;225030;75010
779;1000000002002;9;675180;75020
779;1000000002003;10;750300;75030
779;1000000002004;1;75040;75040
779;1000000002005;1;75050;75050
779;1000000002006;7;525420;75060
779;1000000002007;14;1050980;75070
779;1000000002008;3;225240;75080
779;1000000002009;7;525630;75090
779;1000000002010;4;300400;75100
780;1000000002011;6;450660;75110
780;1000000002012;8;600960;75120
780;1000000002013;2;150260;75130
780;1000000002014;3;225420;75140
780;1000000002015;11;826650;75150
780;1000000002016;5;375800;75160
780;1000000002017;7;526190;75170
780;1000000002018;3;225540;75180
780;1000000002019;5;375950;75190
781;1000000002020;8;601600;75200
781;1000000002021;5;376050;75210
781;1000000002022;11;827420;75220
781;1000000002023;14;1053220;75230
781;1000000002024;12;902880;75240
781;1000000002025;8;602000;75250
781;1000000002026;7;526820;75260
781;1000000002027;11;827970;75270
781;1000000002028;4;301120;75280
782;1000000002029;6;451740;75290
782;1000000002030;13;978900;75300
782;1000000002031;10;753100;75310
782;1000000002032;3;225960;75320
782;1000000002033;14;1054620;75330
782;1000000002034;8;602720;75340
782;1000000002035;4;301400;75350
782;1000000002036;8;602880;75360
782;1000000002037;7;527590;75370
783;1000000002038;7;527660;75380
783;1000000002039;1;75390;75390
783;1000000002040;2;150800;75400
783;1000000002041;10;754100;75410
783;1000000002042;4;301680;75420
783;1000000002043;2;150860;75430
783;1000000002044;11;829840;75440
783;1000000002045;2;150900;75450
783;1000000002046;9;679140;75460
784;1000000002047;10;754700;75470
784;1000000002048;2;150960;75480
784;1000000002049;2;150980;75490
784;1000000002050;4;302000;75500
784;1000000002051;1;75510;75510
784;1000000002052;10;755200;75520
784;1000000002053;12;906360;75530
784;1000000002054;13;982020;75540
784;1000000002055;10;755500;75550
785;1000000002056;13;982280;75560
785;1000000002057;2;151140;75570
785;1000000002058;2;151160;75580
785;1000000002059;9;680310;75590
785;1000000002060;7;529200;75600
785;1000000002061;5;378050;75610
785;1000000002062;4;302480;75620
785;1000000002063;7;529410;75630
785;1000000002064;3;226920;75640
786;1000000002065;2;151300;75650
786;1000000002066;14;1059240;75660
786;1000000002067;5;378350;75670
786;1000000002068;12;908160;75680
786;1000000002069;8;605520;75690
786;1000000002070;12;908400;75700
786;1000000002071;13;984230;75710
786;1000000002072;5;378600;75720
786;1000000002073;6;454380;75730
787;1000000002074;14;1060360;75740
787;1000000002075;5;378750;75750
787;1000000002076;8;606080;75760
787;1000000002077;8;606160;75770
787;1000000002078;10;757800;75780
787;1000000002079;5;378950;75790
787;1000000002080;1;75800;75800
787;1000000002081;8;606480;75810
787;1000000002082;13;985660;75820
788;1000000002083;7;530810;75830
788;1000000002084;14;1061760;75840
788;1000000002085;11;834350;75850
788;1000000002086;10;758600;75860
788;1000000002087;3;227610;75870
788;1000000002088;3;227640;75880
788;1000000002089;3;227670;75890
788;1000000002090;2;151800;75900
788;1000000002091;13;986830;75910
789;1000000002092;12;911040;75920
789;1000000002093;12;911160;75930
789;1000000002094;13;987220;75940
789;1000000002095;11;835450;75950
789;1000000002096;13;987480;75960
789;1000000002097;6;455820;75970
789;1000000002098;14;1063720;75980
789;1000000002099;5;379950;75990
789;1000000002100;5;380000;76000
790;1000000002101;3;228030;76010
790;1000000002102;4;304080;76020
790;1000000002103;8;608240;76030
790;1000000002104;14;1064560;76040
790;1000000002105;5;380250;76050
790;1000000002106;14;1064840;76060
790;1000000002107;12;912840;76070
790;1000000002108;1;76080;76080
790;1000000002109;7;532630;76090
791;1000000002110;4;304400;76100
791;1000000002111;11;837210;76110
791;1000000002112;5;380600;76120
791;1000000002113;11;837430;76130
791;1000000002114;7;532980;76140
791;1000000002115;9;685350;76150
791;1000000002116;6;456960;76160
791;1000000002117;9;685530;76170
791;1000000002118;12;914160;76180
792;1000000002119;11;838090;76190
792;1000000002120;6;457200;76200
792;1000000002121;11;838310;76210
792;1000000002122;4;304880;76220
792;1000000002123;10;762300;76230
792;1000000002124;8;609920;76240
792;1000000002125;4;305000;76250
792;1000000002126;6;457560;76260
792;1000000002127;11;838970;76270
793;1000000002128;6;457680;76280
793;1000000002129;4;305160;76290
793;1000000002130;6;457800;76300
793;1000000002131;5;381550;76310
793;1000000002132;12;915840;76320
793;1000000002133;6;457980;76330
793;1000000002134;13;992420;76340
793;1000000002135;13;992550;76350
793;1000000002136;1;76360;76360
794;1000000002137;8;610960;76370
794;1000000002138;8;611040;76380
794;1000000002139;13;993070;76390
794;1000000002140;7;534800;76400
794;1000000002141;11;840510;76410
794;1000000002142;10;764200;76420
794;1000000002143;12;917160;76430
794;1000000002144;14;1070160;76440
794;1000000002145;5;382250;76450
795;1000000002146;13;993980;76460
795;1000000002147;2;152940;76470
795;1000000002148;3;229440;76480
795;1000000002149;10;764900;76490
795;1000000002150;7;535500;76500
795;1000000002151;2;153020;76510
795;1000000002152;6;459120;76520
795;1000000002153;12;918360;76530
795;1000000002154;3;229620;76540
796;1000000002155;8;612400;76550
796;1000000002156;2;153120;76560
796;1000000002157;12;918840;76570
796;1000000002158;9;689220;76580
796;1000000002159;8;612720;76590
796;1000000002160;2;153200;76600
796;1000000002161;11;842710;76610
796;1000000002162;8;612960;76620
796;1000000002163;3;229890;76630
797;1000000002164;11;843040;76640
797;1000000002165;5;383250;76650
797;1000000002166;12;919920;76660
797;1000000002167;5;383350;76670
797;1000000002168;4;306720;76680
797;1000000002169;12;920280;76690
797;1000000002170;4;306800;76700
797;1000000002171;2;153420;76710
797;1000000002172;4;306880;76720
798;1000000002173;5;383650;76730
798;1000000002174;11;844140;76740
798;1000000002175;9;690750;76750
798;1000000002176;6;460560;76760
798;1000000002177;9;690930;76770
798;1000000002178;10;767800;76780
798;1000000002179;12;921480;76790
798;1000000002180;3;230400;76800
798;1000000002181;8;614480;76810
799;1000000002182;11;845020;76820
799;1000000002183;5;384150;76830
799;1000000002184;4;307360;76840
799;1000000002185;9;691650;76850
799;1000000002186;7;538020;76860
799;1000000002187;8;614960;76870
799;1000000002188;7;538160;76880
799;1000000002189;4;307560;76890
799;1000000002190;13;999700;76900
800;1000000002191;8;615280;76910
800;1000000002192;9;692280;76920
800;1000000002193;13;1000090;76930
800;1000000002194;12;923280;76940
800;1000000002195;5;384750;76950
800;1000000002196;3;230880;76960
800;1000000002197;14;1077580;76970
800;1000000002198;9;692820;76980
800;1000000002199;1;76990;76990
801;1000000002200;1;77000;77000
801;1000000002201;12;924120;77010
801;1000000002202;10;770200;77020
801;1000000002203;14;1078420;77030
801;1000000002204;10;770400;77040
801;1000000002205;3;231150;77050
801;1000000002206;4;308240;77060
801;1000000002207;7;539490;77070
801;1000000002208;14;1079120;77080
802;1000000002209;3;231270;77090
802;1000000002210;14;1079400;77100
802;1000000002211;7;539770;77110
802;1000000002212;14;1079680;77120
802;1000000002213;13;1002690;77130
802;1000000002214;7;539980;77140
802;1000000002215;12;925800;77150
802;1000000002216;1;77160;77160
802;1000000002217;11;848870;77170
803;1000000002218;11;848980;77180
803;1000000002219;10;771900;77190
803;1000000002220;9;694800;77200
803;1000000002221;7;540470;77210
803;1000000002222;7;540540;77220
803;1000000002223;3;231690;77230
803;1000000002224;11;849640;77240
803;1000000002225;7;540750;77250
803;1000000002226;4;309040;77260
804;1000000002227;5;386350;77270
804;1000000002228;2;154560;77280
804;1000000002229;1;77290;77290
804;1000000002230;8;618400;77300
804;1000000002231;7;541170;77310
804;1000000002232;2;154640;77320
804;1000000002233;1;77330;77330
804;1000000002234;2;154680;77340
804;1000000002235;10;773500;77350
805;1000000002236;8;618880;77360
805;1000000002237;9;696330;77370
805;1000000002238;11;851180;77380
805;1000000002239;7;541730;77390
805;1000000002240;5;387000;77400
805;1000000002241;11;851510;77410
805;1000000002242;2;154840;77420
805;1000000002243;6;464580;77430
805;1000000002244;11;851840;77440
806;1000000002245;9;697050;77450
806;1000000002246;13;1006980;77460
806;1000000002247;2;154940;77470
806;1000000002248;2;154960;77480
806;1000000002249;11;852390;77490
806;1000000002250;12;930000;77500
806;1000000002251;2;155020;77510
806;1000000002252;5;387600;77520
806;1000000002253;11;852830;77530
807;1000000002254;14;1085560;77540
807;1000000002255;1;77550;77550
807;1000000002256;8;620480;77560
807;1000000002257;2;155140;77570
807;1000000002258;4;310320;77580
807;1000000002259;5;387950;77590
807;1000000002260;14;1086400;77600
807;1000000002261;7;543270;77610
807;1000000002262;7;543340;77620
808;1000000002263;2;155260;77630
808;1000000002264;13;1009320;77640
808;1000000002265;1;77650;77650
808;1000000002266;14;1087240;77660
808;1000000002267;5;388350;77670
808;1000000002268;3;233040;77680
808;1000000002269;11;854590;77690
808;1000000002270;7;543900;77700
808;1000000002271;13;1010230;77710
809;1000000002272;11;854920;77720
809;1000000002273;6;466380;77730
809;1000000002274;10;777400;77740
809;1000000002275;3;233250;77750
809;1000000002276;4;311040;77760
809;1000000002277;6;466620;77770
809;1000000002278;11;855580;77780
809;1000000002279;2;155580;77790
809;1000000002280;10;778000;77800
810;1000000002281;10;778100;77810
810;1000000002282;12;933840;77820
810;1000000002283;5;389150;77830
810;1000000002284;1;77840;77840
810;1000000002285;13;1012050;77850
810;1000000002286;13;1012180;77860
810;1000000002287;14;1090180;77870
810;1000000002288;13;1012440;77880
810;1000000002289;8;623120;77890
811;1000000002290;4;311600;77900
811;1000000002291;8;623280;77910
811;1000000002292;9;701280;77920
811;1000000002293;3;233790;77930
811;1000000002294;6;467640;77940
811;1000000002295;3;233850;77950
811;1000000002296;2;155920;77960
811;1000000002297;12;935640;77970
811;1000000002298;11;857780;77980
812;1000000002299;10;779900;77990
812;1000000002300;10;780000;78000
812;1000000002301;1;78010;78010
812;1000000002302;10;780200;78020
812;1000000002303;10;780300;78030
812;1000000002304;12;936480;78040
812;1000000002305;11;858550;78050
812;1000000002306;9;702540;78060
812;1000000002307;12;936840;78070
813;1000000002308;2;156160;78080
813;1000000002309;13;1015170;78090
813;1000000002310;1;78100;78100
813;1000000002311;11;859210;78110
813;1000000002312;9;703080;78120
813;1000000002313;11;859430;78130
813;1000000002314;2;156280;78140
813;1000000002315;2;156300;78150
813;1000000002316;10;781600;78160
814;1000000002317;14;1094380;78170
814;1000000002318;1;78180;78180
814;1000000002319;8;625520;78190
814;1000000002320;12;938400;78200
814;1000000002321;7;547470;78210
814;1000000002322;9;703980;78220
814;1000000002323;12;938760;78230
814;1000000002324;2;156480;78240
814;1000000002325;5;391250;78250
815;1000000002326;11;860860;78260
815;1000000002327;14;1095780;78270
815;1000000002328;4;313120;78280
815;1000000002329;2;156580;78290
815;1000000002330;12;939600;78300
815;1000000002331;10;783100;78310
815;1000000002332;3;234960;78320
815;1000000002333;1;78330;78330
815;1000000002334;12;940080;78340
816;1000000002335;14;1096900;78350
816;1000000002336;4;313440;78360
816;1000000002337;7;548590;78370
816;1000000002338;5;391900;78380
816;1000000002339;14;1097460;78390
816;1000000002340;7;548800;78400
816;1000000002341;2;156820;78410
816;1000000002342;1;78420;78420
816;1000000002343;8;627440;78430
817;1000000002344;11;862840;78440
817;1000000002345;2;156900;78450
817;1000000002346;1;78460;78460
817;1000000002347;9;706230;78470
817;1000000002348;9;706320;78480
817;1000000002349;11;863390;78490
817;1000000002350;7;549500;78500
817;1000000002351;6;471060;78510
817;1000000002352;4;314080;78520
818;1000000002353;4;314120;78530
818;1000000002354;10;785400;78540
818;1000000002355;6;471300;78550
818;1000000002356;3;235680;78560
818;1000000002357;9;707130;78570
818;1000000002358;8;628640;78580
818;1000000002359;5;392950;78590
818;1000000002360;9;707400;78600
818;1000000002361;14;1100540;78610
819;1000000002362;2;157240;78620
819;1000000002363;11;864930;78630
819;1000000002364;4;314560;78640
819;1000000002365;4;314600;78650
819;1000000002366;13;1022580;78660
819;1000000002367;4;314680;78670
819;1000000002368;8;629440;78680
819;1000000002369;10;786900;78690
819;1000000002370;1;78700;78700
820;1000000002371;2;157420;78710
820;1000000002372;7;551040;78720
820;1000000002373;8;629840;78730
820;1000000002374;10;787400;78740
820;1000000002375;2;157500;78750
820;1000000002376;2;157520;78760
820;1000000002377;7;551390;78770
820;1000000002378;2;157560;78780
820;1000000002379;6;472740;78790
821;1000000002380;11;866800;78800
821;1000000002381;7;551670;78810
821;1000000002382;3;236460;78820
821;1000000002383;5;394150;78830
821;1000000002384;7;551880;78840
821;1000000002385;10;788500;78850
821;1000000002386;4;315440;78860
821;1000000002387;11;867570;78870
821;1000000002388;1;78880;78880
822;1000000002389;5;394450;78890
822;1000000002390;10;789000;78900
822;1000000002391;2;157820;78910
822;1000000002392;9;710280;78920
822;1000000002393;9;710370;78930
822;1000000002394;1;78940;78940
822;1000000002395;6;473700;78950
822;1000000002396;12;947520;78960
822;1000000002397;13;1026610;78970
823;1000000002398;9;710820;78980
823;1000000002399;5;394950;78990
823;1000000002400;10;790000;79000
823;1000000002401;10;790100;79010
823;1000000002402;7;553140;79020
823;1000000002403;5;395150;79030
823;1000000002404;10;790400;79040
823;1000000002405;10;790500;79050
823;1000000002406;6;474360;79060
824;1000000002407;5;395350;79070
824;1000000002408;14;1107120;79080
