CODIGOBARRAS;IDSUCURSAL;PRECIOUNITARIO;PRECIOUNIDADMEDIDA;NUMERORECOMPRA;NIVELREORDEN;
1000000002468;69;29680;0.076;21;67;
1000000002469;70;29690;0.076;22;68;
1000000002470;71;29700;0.076;23;69;
1000000002471;72;29710;0.076;24;70;
1000000002472;73;29720;0.076;25;71;
1000000002473;74;29730;0.076;26;72;
1000000002474;75;29740;0.076;27;73;
1000000002475;76;29750;0.076;28;74;
1000000002476;77;29760;0.076;29;75;
1000000002477;78;29770;0.076;30;76;
1000000002478;79;29780;0.076;31;77;
1000000002479;80;29790;0.076;32;78;
1000000002480;81;29800;0.076;33;79;
1000000002481;82;29810;0.076;34;80;
1000000002482;83;29820;0.076;35;81;
1000000002483;84;29830;0.076;36;82;
1000000002484;85;29840;0.076;10;83;
1000000002485;86;29850;0.076;11;84;
1000000002486;87;29860;0.076;12;85;
1000000002487;88;29870;0.076;13;86;
1000000002488;89;29880;0.076;14;87;
1000000002489;90;29890;0.076;15;88;
1000000002490;91;29900;0.076;16;89;
1000000002491;92;29910;0.076;17;90;
1000000002492;93;29920;0.076;18;91;
1000000002493;94;29930;0.076;19;92;
1000000002494;95;29940;0.076;20;93;
1000000002495;96;29950;0.076;21;94;
1000000002496;97;29960;0.076;22;95;
1000000002497;98;29970;0.076;23;96;
1000000002498;99;29980;0.076;24;97;
1000000002499;100;29990;0.076;25;98;
1000000002500;101;30000;0.076;26;99;
1000000002501;102;30010;0.076;27;100;
1000000002502;103;30020;0.076;28;101;
1000000002503;104;30030;0.076;29;102;
1000000002504;105;30040;0.076;30;103;
1000000002505;106;30050;0.076;31;104;
1000000002506;107;30060;0.076;32;105;
1000000002507;108;30070;0.076;33;106;
1000000002508;109;30080;0.076;34;50;
1000000002509;110;30090;0.076;35;51;
1000000002510;111;30100;0.076;36;52;
1000000002511;112;30110;0.076;10;53;
1000000002512;113;30120;0.076;11;54;
1000000002513;114;30130;0.076;12;55;
1000000002514;115;30140;0.076;13;56;
1000000002515;116;30150;0.076;14;57;
1000000002516;117;30160;0.076;15;58;
1000000002517;118;30170;0.076;16;59;
1000000002518;119;30180;0.076;17;60;
1000000002519;120;30190;0.076;18;61;
1000000002520;121;30200;0.076;19;62;
1000000002521;122;30210;0.076;20;63;
1000000002522;123;30220;0.076;21;64;
1000000002523;124;30230;0.076;22;65;
1000000002524;125;30240;0.076;23;66;
1000000002525;126;30250;0.076;24;67;
1000000002526;127;30260;0.076;25;68;
1000000002527;128;30270;0.076;26;69;
1000000002528;129;30280;0.076;27;70;
1000000002529;130;30290;0.076;28;71;
1000000002530;131;30300;0.076;29;72;
1000000002531;132;30310;0.076;30;73;
1000000002532;133;30320;0.076;31;74;
1000000002533;134;30330;0.076;32;75;
1000000002534;135;30340;0.076;33;76;
1000000002535;136;30350;0.076;34;77;
1000000002536;137;30360;0.076;35;78;
1000000002537;138;30370;0.076;36;79;
1000000002538;139;30380;0.076;10;80;
1000000002539;140;30390;0.076;11;81;
1000000002540;141;30400;0.076;12;82;
1000000002541;142;30410;0.076;13;83;
1000000002542;143;30420;0.076;14;84;
1000000002543;144;30430;0.076;15;85;
1000000002544;145;30440;0.076;16;86;
1000000002545;146;30450;0.076;17;87;
1000000002546;147;30460;0.076;18;88;
1000000002547;148;30470;0.076;19;89;
1000000002548;149;30480;0.076;20;90;
1000000002549;150;30490;0.076;21;91;
1000000002550;1;30500;0.076;22;92;
1000000002551;2;30510;0.076;23;93;
1000000002552;3;30520;0.076;24;94;
1000000002553;4;30530;0.076;25;95;
1000000002554;5;30540;0.076;26;96;
1000000002555;6;30550;0.076;27;97;
1000000002556;7;30560;0.076;28;98;
1000000002557;8;30570;0.076;29;99;
1000000002558;9;30580;0.076;30;100;
1000000002559;10;30590;0.076;31;101;
1000000002560;11;30600;0.076;32;102;
1000000002561;12;30610;0.076;33;103;
1000000002562;13;30620;0.076;34;104;
1000000002563;14;30630;0.076;35;105;
1000000002564;15;30640;0.076;36;106;
1000000002565;16;30650;0.076;10;50;
1000000002566;17;30660;0.076;11;51;
1000000002567;18;30670;0.076;12;52;
1000000002568;19;30680;0.076;13;53;
1000000002569;20;30690;0.076;14;54;
1000000002570;21;30700;0.076;15;55;
1000000002571;22;30710;0.076;16;56;
1000000002572;23;30720;0.076;17;57;
1000000002573;24;30730;0.076;18;58;
1000000002574;25;30740;0.076;19;59;
1000000002575;26;30750;0.076;20;60;
1000000002576;27;30760;0.076;21;61;
1000000002577;28;30770;0.076;22;62;
1000000002578;29;30780;0.076;23;63;
1000000002579;30;30790;0.076;24;64;
1000000002580;31;30800;0.076;25;65;
1000000002581;32;30810;0.076;26;66;
1000000002582;33;30820;0.076;27;67;
1000000002583;34;30830;0.076;28;68;
1000000002584;35;30840;0.076;29;69;
1000000002585;36;30850;0.076;30;70;
1000000002586;37;30860;0.076;31;71;
1000000002587;38;30870;0.076;32;72;
1000000002588;39;30880;0.076;33;73;
1000000002589;40;30890;0.076;34;74;
1000000002590;41;30900;0.076;35;75;
1000000002591;42;30910;0.076;36;76;
1000000002592;43;30920;0.076;10;77;
1000000002593;44;30930;0.076;11;78;
1000000002594;45;30940;0.076;12;79;
1000000002595;46;30950;0.076;13;80;
1000000002596;47;30960;0.076;14;81;
1000000002597;48;30970;0.076;15;82;
1000000002598;49;30980;0.076;16;83;
1000000002599;50;30990;0.076;17;84;
1000000002600;51;31000;0.076;18;85;
1000000002601;52;31010;0.076;19;86;
1000000002602;53;31020;0.076;20;87;
1000000002603;54;31030;0.076;21;88;
1000000002604;55;31040;0.076;22;89;
1000000002605;56;31050;0.076;23;90;
1000000002606;57;31060;0.076;24;91;
1000000002607;58;31070;0.076;25;92;
1000000002608;59;31080;0.076;26;93;
1000000002609;60;31090;0.076;27;94;
1000000002610;61;31100;0.076;28;95;
1000000002611;62;31110;0.076;29;96;
1000000002612;63;31120;0.076;30;97;
1000000002613;64;31130;0.076;31;98;
1000000002614;65;31140;0.076;32;99;
1000000002615;66;31150;0.076;33;100;
1000000002616;67;31160;0.076;34;101;
1000000002617;68;31170;0.076;35;102;
1000000002618;69;31180;0.076;36;103;
1000000002619;70;31190;0.076;10;104;
1000000002620;71;31200;0.076;11;105;
1000000002621;72;31210;0.076;12;106;
1000000002622;73;31220;0.076;13;50;
1000000002623;74;31230;0.076;14;51;
1000000002624;75;31240;0.076;15;52;
1000000002625;76;31250;0.076;16;53;
1000000002626;77;31260;0.076;17;54;
1000000002627;78;31270;0.076;18;55;
1000000002628;79;31280;0.076;19;56;
1000000002629;80;31290;0.076;20;57;
1000000002630;81;31300;0.076;21;58;
1000000002631;82;31310;0.076;22;59;
1000000002632;83;31320;0.076;23;60;
1000000002633;84;31330;0.076;24;61;
1000000002634;85;31340;0.076;25;62;
1000000002635;86;31350;0.076;26;63;
1000000002636;87;31360;0.076;27;64;
1000000002637;88;31370;0.076;28;65;
1000000002638;89;31380;0.076;29;66;
1000000002639;90;31390;0.076;30;67;
1000000002640;91;31400;0.076;31;68;
1000000002641;92;31410;0.076;32;69;
1000000002642;93;31420;0.076;33;70;
1000000002643;94;31430;0.076;34;71;
1000000002644;95;31440;0.076;35;72;
1000000002645;96;31450;0.076;36;73;
1000000002646;97;31460;0.076;10;74;
1000000002647;98;31470;0.076;11;75;
1000000002648;99;31480;0.076;12;76;
1000000002649;100;31490;0.076;13;77;
1000000002650;101;31500;0.076;14;78;
1000000002651;102;31510;0.076;15;79;
1000000002652;103;31520;0.076;16;80;
1000000002653;104;31530;0.076;17;81;
1000000002654;105;31540;0.076;18;82;
1000000002655;106;31550;0.076;19;83;
1000000002656;107;31560;0.076;20;84;
1000000002657;108;31570;0.076;21;85;
1000000002658;109;31580;0.076;22;86;
1000000002659;110;31590;0.076;23;87;
1000000002660;111;31600;0.076;24;88;
1000000002661;112;31610;0.076;25;89;
1000000002662;113;31620;0.076;26;90;
1000000002663;114;31630;0.076;27;91;
1000000002664;115;31640;0.076;28;92;
1000000002665;116;31650;0.076;29;93;
1000000002666;117;31660;0.076;30;94;
1000000002667;118;31670;0.076;31;95;
1000000002668;119;31680;0.075;32;96;
1000000002669;120;31690;0.075;33;97;
1000000002670;121;31700;0.075;34;98;
1000000002671;122;31710;0.075;35;99;
1000000002672;123;31720;0.075;36;100;
1000000002673;124;31730;0.075;10;101;
1000000002674;125;31740;0.075;11;102;
1000000002675;126;31750;0.075;12;103;
1000000002676;127;31760;0.075;13;104;
1000000002677;128;31770;0.075;14;105;
1000000002678;129;31780;0.075;15;106;
1000000002679;130;31790;0.075;16;50;
1000000002680;131;31800;0.075;17;51;
1000000002681;132;31810;0.075;18;52;
1000000002682;133;31820;0.075;19;53;
1000000002683;134;31830;0.075;20;54;
1000000002684;135;31840;0.075;21;55;
1000000002685;136;31850;0.075;22;56;
1000000002686;137;31860;0.075;23;57;
1000000002687;138;31870;0.075;24;58;
1000000002688;139;31880;0.075;25;59;
1000000002689;140;31890;0.075;26;60;
1000000002690;141;31900;0.075;27;61;
1000000002691;142;31910;0.075;28;62;
1000000002692;143;31920;0.075;29;63;
1000000002693;144;31930;0.075;30;64;
1000000002694;145;31940;0.075;31;65;
1000000002695;146;31950;0.075;32;66;
1000000002696;147;31960;0.075;33;67;
1000000002697;148;31970;0.075;34;68;
1000000002698;149;31980;0.075;35;69;
1000000002699;150;31990;0.075;36;70;
1000000002700;1;32000;0.075;10;71;
1000000002701;2;32010;0.075;11;72;
1000000002702;3;32020;0.075;12;73;
1000000002703;4;32030;0.075;13;74;
1000000002704;5;32040;0.075;14;75;
1000000002705;6;32050;0.075;15;76;
1000000002706;7;32060;0.075;16;77;
1000000002707;8;32070;0.075;17;78;
1000000002708;9;32080;0.075;18;79;
1000000002709;10;32090;0.075;19;80;
1000000002710;11;32100;0.075;20;81;
1000000002711;12;32110;0.075;21;82;
1000000002712;13;32120;0.075;22;83;
1000000002713;14;32130;0.075;23;84;
1000000002714;15;32140;0.075;24;85;
1000000002715;16;32150;0.075;25;86;
1000000002716;17;32160;0.075;26;87;
1000000002717;18;32170;0.075;27;88;
1000000002718;19;32180;0.075;28;89;
1000000002719;20;32190;0.075;29;90;
1000000002720;21;32200;0.075;30;91;
1000000002721;22;32210;0.075;31;92;
1000000002722;23;32220;0.075;32;93;
1000000002723;24;32230;0.075;33;94;
1000000002724;25;32240;0.075;34;95;
1000000002725;26;32250;0.075;35;96;
1000000002726;27;32260;0.075;36;97;
1000000002727;28;32270;0.075;10;98;
1000000002728;29;32280;0.075;11;99;
1000000002729;30;32290;0.075;12;100;
1000000002730;31;32300;0.075;13;101;
1000000002731;32;32310;0.075;14;102;
1000000002732;33;32320;0.075;15;103;
1000000002733;34;32330;0.075;16;104;
1000000002734;35;32340;0.075;17;105;
1000000002735;36;32350;0.075;18;106;
1000000002736;37;32360;0.075;19;50;
1000000002737;38;32370;0.075;20;51;
1000000002738;39;32380;0.075;21;52;
1000000002739;40;32390;0.075;22;53;
1000000002740;41;32400;0.075;23;54;
1000000002741;42;32410;0.075;24;55;
1000000002742;43;32420;0.075;25;56;
1000000002743;44;32430;0.075;26;57;
1000000002744;45;32440;0.075;27;58;
1000000002745;46;32450;0.075;28;59;
1000000002746;47;32460;0.075;29;60;
1000000002747;48;32470;0.075;30;61;
1000000002748;49;32480;0.075;31;62;
1000000002749;50;32490;0.075;32;63;
1000000002750;51;32500;0.075;33;64;
1000000002751;52;32510;0.075;34;65;
1000000002752;53;32520;0.075;35;66;
1000000002753;54;32530;0.075;36;67;
1000000002754;55;32540;0.075;10;68;
1000000002755;56;32550;0.075;11;69;
1000000002756;57;32560;0.075;12;70;
1000000002757;58;32570;0.075;13;71;
1000000002758;59;32580;0.075;14;72;
1000000002759;60;32590;0.075;15;73;
1000000002760;61;32600;0.075;16;74;
1000000002761;62;32610;0.075;17;75;
1000000002762;63;32620;0.075;18;76;
1000000002763;64;32630;0.075;19;77;
1000000002764;65;32640;0.075;20;78;
1000000002765;66;32650;0.075;21;79;
1000000002766;67;32660;0.075;22;80;
1000000002767;68;32670;0.075;23;81;
1000000002768;69;32680;0.075;24;82;
1000000002769;70;32690;0.075;25;83;
1000000002770;71;32700;0.075;26;84;
1000000002771;72;32710;0.075;27;85;
1000000002772;73;32720;0.075;28;86;
1000000002773;74;32730;0.075;29;87;
1000000002774;75;32740;0.075;30;88;
1000000002775;76;32750;0.075;31;89;
1000000002776;77;32760;0.075;32;90;
1000000002777;78;32770;0.075;33;91;
1000000002778;79;32780;0.075;34;92;
1000000002779;80;32790;0.075;35;93;
1000000002780;81;32800;0.075;36;94;
1000000002781;82;32810;0.075;10;95;
1000000002782;83;32820;0.075;11;96;
1000000002783;84;32830;0.075;12;97;
1000000002784;85;32840;0.075;13;98;
1000000002785;86;32850;0.075;14;99;
1000000002786;87;32860;0.075;15;100;
1000000002787;88;32870;0.075;16;101;
1000000002788;89;32880;0.075;17;102;
1000000002789;90;32890;0.075;18;103;
1000000002790;91;32900;0.075;19;104;
1000000002791;92;32910;0.075;20;105;
1000000002792;93;32920;0.075;21;106;
1000000002793;94;32930;0.075;22;50;
1000000002794;95;32940;0.075;23;51;
1000000002795;96;32950;0.075;24;52;
1000000002796;97;32960;0.075;25;53;
1000000002797;98;32970;0.075;26;54;
1000000002798;99;32980;0.075;27;55;
1000000002799;100;32990;0.075;28;56;
1000000002800;101;33000;0.075;29;57;
1000000002801;102;33010;0.075;30;58;
1000000002802;103;33020;0.075;31;59;
1000000002803;104;33030;0.075;32;60;
1000000002804;105;33040;0.075;33;61;
1000000002805;106;33050;0.075;34;62;
1000000002806;107;33060;0.075;35;63;
1000000002807;108;33070;0.075;36;64;
1000000002808;109;33080;0.075;10;65;
1000000002809;110;33090;0.075;11;66;
1000000002810;111;33100;0.075;12;67;
1000000002811;112;33110;0.075;13;68;
1000000002812;113;33120;0.075;14;69;
1000000002813;114;33130;0.075;15;70;
1000000002814;115;33140;0.075;16;71;
1000000002815;116;33150;0.075;17;72;
1000000002816;117;33160;0.075;18;73;
1000000002817;118;33170;0.075;19;74;
1000000002818;119;33180;0.075;20;75;
1000000002819;120;33190;0.075;21;76;
1000000002820;121;33200;0.075;22;77;
1000000002821;122;33210;0.075;23;78;
1000000002822;123;33220;0.075;24;79;
1000000002823;124;33230;0.075;25;80;
1000000002824;125;33240;0.075;26;81;
1000000002825;126;33250;0.075;27;82;
1000000002826;127;33260;0.075;28;83;
1000000002827;128;33270;0.075;29;84;
1000000002828;129;33280;0.075;30;85;
1000000002829;130;33290;0.075;31;86;
1000000002830;131;33300;0.075;32;87;
1000000002831;132;33310;0.075;33;88;
1000000002832;133;33320;0.075;34;89;
1000000002833;134;33330;0.075;35;90;
1000000002834;135;33340;0.075;36;91;
1000000002835;136;33350;0.075;10;92;
1000000002836;137;33360;0.075;11;93;
1000000002837;138;33370;0.075;12;94;
1000000002838;139;33380;0.075;13;95;
1000000002839;140;33390;0.075;14;96;
1000000002840;141;33400;0.075;15;97;
1000000002841;142;33410;0.075;16;98;
1000000002842;143;33420;0.075;17;99;
1000000002843;144;33430;0.075;18;100;
1000000002844;145;33440;0.075;19;101;
1000000002845;146;33450;0.075;20;102;
1000000002846;147;33460;0.075;21;103;
1000000002847;148;33470;0.075;22;104;
1000000002848;149;33480;0.075;23;105;
1000000002849;150;33490;0.075;24;106;
1000000002850;1;33500;0.075;25;50;
1000000002851;2;33510;0.075;26;51;
1000000002852;3;33520;0.075;27;52;
1000000002853;4;33530;0.075;28;53;
1000000002854;5;33540;0.075;29;54;
1000000002855;6;33550;0.075;30;55;
1000000002856;7;33560;0.075;31;56;
1000000002857;8;33570;0.075;32;57;
1000000002858;9;33580;0.075;33;58;
1000000002859;10;33590;0.075;34;59;
1000000002860;11;33600;0.075;35;60;
1000000002861;12;33610;0.075;36;61;
1000000002862;13;33620;0.075;10;62;
1000000002863;14;33630;0.075;11;63;
1000000002864;15;33640;0.075;12;64;
1000000002865;16;33650;0.075;13;65;
1000000002866;17;33660;0.075;14;66;
1000000002867;18;33670;0.075;15;67;
1000000002868;19;33680;0.075;16;68;
1000000002869;20;33690;0.075;17;69;
1000000002870;21;33700;0.075;18;70;
1000000002871;22;33710;0.075;19;71;
1000000002872;23;33720;0.075;20;72;
1000000002873;24;33730;0.075;21;73;
1000000002874;25;33740;0.075;22;74;
1000000002875;26;33750;0.075;23;75;
1000000002876;27;33760;0.075;24;76;
1000000002877;28;33770;0.075;25;77;
1000000002878;29;33780;0.075;26;78;
1000000002879;30;33790;0.075;27;79;
1000000002880;31;33800;0.075;28;80;
1000000002881;32;33810;0.075;29;81;
1000000002882;33;33820;0.075;30;82;
1000000002883;34;33830;0.075;31;83;
1000000002884;35;33840;0.075;32;84;
1000000002885;36;33850;0.075;33;85;
1000000002886;37;33860;0.075;34;86;
1000000002887;38;33870;0.075;35;87;
1000000002888;39;33880;0.075;36;88;
1000000002889;40;33890;0.075;10;89;
1000000002890;41;33900;0.075;11;90;
1000000002891;42;33910;0.075;12;91;
1000000002892;43;33920;0.075;13;92;
1000000002893;44;33930;0.075;14;93;
1000000002894;45;33940;0.075;15;94;
1000000002895;46;33950;0.075;16;95;
1000000002896;47;33960;0.075;17;96;
1000000002897;48;33970;0.075;18;97;
1000000002898;49;33980;0.075;19;98;
1000000002899;50;33990;0.075;20;99;
1000000002900;51;34000;0.075;21;100;
1000000002901;52;34010;0.075;22;101;
1000000002902;53;34020;0.075;23;102;
1000000002903;54;34030;0.075;24;103;
1000000002904;55;34040;0.075;25;104;
1000000002905;56;34050;0.075;26;105;
1000000002906;57;34060;0.075;27;106;
1000000002907;58;34070;0.075;28;50;
1000000002908;59;34080;0.075;29;51;
1000000002909;60;34090;0.075;30;52;
1000000002910;61;34100;0.075;31;53;
1000000002911;62;34110;0.075;32;54;
1000000002912;63;34120;0.075;33;55;
1000000002913;64;34130;0.075;34;56;
1000000002914;65;34140;0.075;35;57;
1000000002915;66;34150;0.075;36;58;
1000000002916;67;34160;0.075;10;59;
1000000002917;68;34170;0.075;11;60;
1000000002918;69;34180;0.075;12;61;
1000000002919;70;34190;0.075;13;62;
1000000002920;71;34200;0.075;14;63;
1000000002921;72;34210;0.075;15;64;
1000000002922;73;34220;0.075;16;65;
1000000002923;74;34230;0.075;17;66;
1000000002924;75;34240;0.075;18;67;
1000000002925;76;34250;0.075;19;68;
1000000002926;77;34260;0.075;20;69;
1000000002927;78;34270;0.075;21;70;
1000000002928;79;34280;0.075;22;71;
1000000002929;80;34290;0.075;23;72;
1000000002930;81;34300;0.075;24;73;
1000000002931;82;34310;0.075;25;74;
1000000002932;83;34320;0.075;26;75;
1000000002933;84;34330;0.075;27;76;
1000000002934;85;34340;0.075;28;77;
1000000002935;86;34350;0.075;29;78;
1000000002936;87;34360;0.075;30;79;
1000000002937;88;34370;0.075;31;80;
1000000002938;89;34380;0.075;32;81;
1000000002939;90;34390;0.074;33;82;
1000000002940;91;34400;0.074;34;83;
1000000002941;92;34410;0.074;35;84;
1000000002942;93;34420;0.074;36;85;
1000000002943;94;34430;0.074;10;86;
1000000002944;95;34440;0.074;11;87;
1000000002945;96;34450;0.074;12;88;
1000000002946;97;34460;0.074;13;89;
1000000002947;98;34470;0.074;14;90;
1000000002948;99;34480;0.074;15;91;
1000000002949;100;34490;0.074;16;92;
1000000002950;101;34500;0.074;17;93;
1000000002951;102;34510;0.074;18;94;
1000000002952;103;34520;0.074;19;95;
1000000002953;104;34530;0.074;20;96;
1000000002954;105;34540;0.074;21;97;
1000000002955;106;34550;0.074;22;98;
1000000002956;107;34560;0.074;23;99;
1000000002957;108;34570;0.074;24;100;
1000000002958;109;34580;0.074;25;101;
1000000002959;110;34590;0.074;26;102;
1000000002960;111;34600;0.074;27;103;
1000000002961;112;34610;0.074;28;104;
1000000002962;113;34620;0.074;29;105;
1000000002963;114;34630;0.074;30;106;
1000000002964;115;34640;0.074;31;50;
1000000002965;116;34650;0.074;32;51;
1000000002966;117;34660;0.074;33;52;
1000000002967;118;34670;0.074;34;53;
1000000002968;119;34680;0.074;35;54;
1000000002969;120;34690;0.074;36;55;
1000000002970;121;34700;0.074;10;56;
1000000002971;122;34710;0.074;11;57;
1000000002972;123;34720;0.074;12;58;
1000000002973;124;34730;0.074;13;59;
1000000002974;125;34740;0.074;14;60;
1000000002975;126;34750;0.074;15;61;
1000000002976;127;34760;0.074;16;62;
1000000002977;128;34770;0.074;17;63;
1000000002978;129;34780;0.074;18;64;
1000000002979;130;34790;0.074;19;65;
1000000002980;131;34800;0.074;20;66;
1000000002981;132;34810;0.074;21;67;
1000000002982;133;34820;0.074;22;68;
1000000002983;134;34830;0.074;23;69;
1000000002984;135;34840;0.074;24;70;
1000000002985;136;34850;0.074;25;71;
1000000002986;137;34860;0.074;26;72;
1000000002987;138;34870;0.074;27;73;
1000000002988;139;34880;0.074;28;74;
1000000002989;140;34890;0.074;29;75;
1000000002990;141;34900;0.074;30;76;
1000000002991;142;34910;0.074;31;77;
1000000002992;143;34920;0.074;32;78;
1000000002993;144;34930;0.074;33;79;
1000000002994;145;34940;0.074;34;80;
1000000002995;146;34950;0.074;35;81;
1000000002996;147;34960;0.074;36;82;
1000000002997;148;34970;0.074;10;83;
1000000002998;149;34980;0.074;11;84;
1000000002999;150;34990;0.074;12;85;
1000000003000;1;35000;0.074;13;86;
1000000003001;2;35010;0.074;14;87;
1000000003002;3;35020;0.074;15;88;
1000000003003;4;35030;0.074;16;89;
1000000003004;5;35040;0.074;17;90;
1000000003005;6;35050;0.074;18;91;
1000000003006;7;35060;0.074;19;92;
1000000003007;8;35070;0.074;20;93;
1000000003008;9;35080;0.074;21;94;
1000000003009;10;35090;0.074;22;95;
1000000003010;11;35100;0.074;23;96;
1000000003011;12;35110;0.074;24;97;
1000000003012;13;35120;0.074;25;98;
1000000003013;14;35130;0.074;26;99;
1000000003014;15;35140;0.074;27;100;
1000000003015;16;35150;0.074;28;101;
1000000003016;17;35160;0.074;29;102;
1000000003017;18;35170;0.074;30;103;
1000000003018;19;35180;0.074;31;104;
1000000003019;20;35190;0.074;32;105;
1000000003020;21;35200;0.074;33;106;
1000000003021;22;35210;0.074;34;50;
1000000003022;23;35220;0.074;35;51;
1000000003023;24;35230;0.074;36;52;
1000000003024;25;35240;0.074;10;53;
1000000003025;26;35250;0.074;11;54;
1000000003026;27;35260;0.074;12;55;
1000000003027;28;35270;0.074;13;56;
1000000003028;29;35280;0.074;14;57;
1000000003029;30;35290;0.074;15;58;
1000000003030;31;35300;0.074;16;59;
1000000003031;32;35310;0.074;17;60;
1000000003032;33;35320;0.074;18;61;
1000000003033;34;35330;0.074;19;62;
1000000003034;35;35340;0.074;20;63;
1000000003035;36;35350;0.074;21;64;
1000000003036;37;35360;0.074;22;65;
1000000003037;38;35370;0.074;23;66;
1000000003038;39;35380;0.074;24;67;
1000000003039;40;35390;0.074;25;68;
1000000003040;41;35400;0.074;26;69;
1000000003041;42;35410;0.074;27;70;
1000000003042;43;35420;0.074;28;71;
1000000003043;44;35430;0.074;29;72;
1000000003044;45;35440;0.074;30;73;
1000000003045;46;35450;0.074;31;74;
1000000003046;47;35460;0.074;32;75;
1000000003047;48;35470;0.074;33;76;
1000000003048;49;35480;0.074;34;77;
1000000003049;50;35490;0.074;35;78;
1000000003050;51;35500;0.074;36;79;
1000000003051;52;35510;0.074;10;80;
1000000003052;53;35520;0.074;11;81;
1000000003053;54;35530;0.074;12;82;
1000000003054;55;35540;0.074;13;83;
1000000003055;56;35550;0.074;14;84;
1000000003056;57;35560;0.074;15;85;
1000000003057;58;35570;0.074;16;86;
1000000003058;59;35580;0.074;17;87;
1000000003059;60;35590;0.074;18;88;
1000000003060;61;35600;0.074;19;89;
1000000003061;62;35610;0.074;20;90;
1000000003062;63;35620;0.074;21;91;
1000000003063;64;35630;0.074;22;92;
1000000003064;65;35640;0.074;23;93;
1000000003065;66;35650;0.074;24;94;
1000000003066;67;35660;0.074;25;95;
1000000003067;68;35670;0.074;26;96;
1000000003068;69;35680;0.074;27;97;
1000000003069;70;35690;0.074;28;98;
1000000003070;71;35700;0.074;29;99;
1000000003071;72;35710;0.074;30;100;
1000000003072;73;35720;0.074;31;101;
1000000003073;74;35730;0.074;32;102;
1000000003074;75;35740;0.074;33;103;
1000000003075;76;35750;0.074;34;104;
1000000003076;77;35760;0.074;35;105;
1000000003077;78;35770;0.074;36;106;
1000000003078;79;35780;0.074;10;50;
1000000003079;80;35790;0.074;11;51;
1000000003080;81;35800;0.074;12;52;
1000000003081;82;35810;0.074;13;53;
1000000003082;83;35820;0.074;14;54;
1000000003083;84;35830;0.074;15;55;
1000000003084;85;35840;0.074;16;56;
1000000003085;86;35850;0.074;17;57;
1000000003086;87;35860;0.074;18;58;
1000000003087;88;35870;0.074;19;59;
1000000003088;89;35880;0.074;20;60;
1000000003089;90;35890;0.074;21;61;
1000000003090;91;35900;0.074;22;62;
1000000003091;92;35910;0.074;23;63;
1000000003092;93;35920;0.074;24;64;
1000000003093;94;35930;0.074;25;65;
1000000003094;95;35940;0.074;26;66;
1000000003095;96;35950;0.074;27;67;
1000000003096;97;35960;0.074;28;68;
1000000003097;98;35970;0.074;29;69;
1000000003098;99;35980;0.074;30;70;
1000000003099;100;35990;0.074;31;71;
1000000003100;101;36000;0.074;32;72;
1000000003101;102;36010;0.074;33;73;
1000000003102;103;36020;0.074;34;74;
1000000003103;104;36030;0.074;35;75;
1000000003104;105;36040;0.074;36;76;
1000000003105;106;36050;0.074;10;77;
1000000003106;107;36060;0.074;11;78;
1000000003107;108;36070;0.074;12;79;
1000000003108;109;36080;0.074;13;80;
1000000003109;110;36090;0.074;14;81;
1000000003110;111;36100;0.074;15;82;
1000000003111;112;36110;0.074;16;83;
1000000003112;113;36120;0.074;17;84;
1000000003113;114;36130;0.074;18;85;
1000000003114;115;36140;0.074;19;86;
1000000003115;116;36150;0.074;20;87;
1000000003116;117;36160;0.074;21;88;
1000000003117;118;36170;0.074;22;89;
1000000003118;119;36180;0.074;23;90;
1000000003119;120;36190;0.074;24;91;
1000000003120;121;36200;0.074;25;92;
1000000003121;122;36210;0.074;26;93;
1000000003122;123;36220;0.074;27;94;
1000000003123;124;36230;0.074;28;95;
1000000003124;125;36240;0.074;29;96;
1000000003125;126;36250;0.074;30;97;
1000000003126;127;36260;0.074;31;98;
1000000003127;128;36270;0.074;32;99;
1000000003128;129;36280;0.074;33;100;
1000000003129;130;36290;0.074;34;101;
1000000003130;131;36300;0.074;35;102;
1000000003131;132;36310;0.074;36;103;
1000000003132;133;36320;0.074;10;104;
1000000003133;134;36330;0.074;11;105;
1000000003134;135;36340;0.074;12;106;
1000000003135;136;36350;0.074;13;50;
1000000003136;137;36360;0.074;14;51;
1000000003137;138;36370;0.074;15;52;
1000000003138;139;36380;0.074;16;53;
1000000003139;140;36390;0.074;17;54;
1000000003140;141;36400;0.074;18;55;
1000000003141;142;36410;0.074;19;56;
1000000003142;143;36420;0.074;20;57;
1000000003143;144;36430;0.074;21;58;
1000000003144;145;36440;0.074;22;59;
1000000003145;146;36450;0.074;23;60;
1000000003146;147;36460;0.074;24;61;
1000000003147;148;36470;0.074;25;62;
1000000003148;149;36480;0.074;26;63;
1000000003149;150;36490;0.074;27;64;
1000000003150;1;36500;0.074;28;65;
1000000003151;2;36510;0.074;29;66;
1000000003152;3;36520;0.074;30;67;
1000000003153;4;36530;0.074;31;68;
1000000003154;5;36540;0.074;32;69;
1000000003155;6;36550;0.074;33;70;
1000000003156;7;36560;0.074;34;71;
1000000003157;8;36570;0.074;35;72;
1000000003158;9;36580;0.074;36;73;
1000000003159;10;36590;0.074;10;74;
1000000003160;11;36600;0.074;11;75;
1000000003161;12;36610;0.074;12;76;
1000000003162;13;36620;0.074;13;77;
1000000003163;14;36630;0.074;14;78;
